ReportID,SalesPersonID,ProductID,Quantity,TotalSalesValue,Suspicious,UnitPrice
Rep10270,C21820,PR6548,1786,7000,indeterminate,3.9193729003359463
Rep10271,C21820,PR6173,955,4040,indeterminate,4.230366492146596
Rep10272,C21820,PR6112,1097,6440,indeterminate,5.870556061987238
Rep10273,C21820,PR6171,442,2355,indeterminate,5.328054298642534
Rep10274,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10275,C21820,PR6167,1194,6750,indeterminate,5.653266331658291
Rep10276,C21820,PR6604,1260,9060,indeterminate,7.190476190476191
Rep10277,C21820,PR6171,235,1535,indeterminate,6.531914893617022
Rep10278,C21820,PR6603,291,4295,indeterminate,14.759450171821307
Rep10279,C21820,PR6112,373,6620,indeterminate,17.74798927613941
Rep10280,C21820,PR6183,1971,7285,indeterminate,3.6960933536276004
Rep10281,C21820,PR6183,2788,10995,indeterminate,3.943687230989957
Rep10282,C21820,PR6112,373,6620,indeterminate,17.74798927613941
Rep10283,C21820,PR6167,1586,5570,indeterminate,3.511979823455233
Rep10284,C21820,PR6112,101,1005,indeterminate,9.950495049504951
Rep10285,C21820,PR6171,2748,26825,indeterminate,9.761644832605532
Rep10286,C21820,PR6167,3155,14830,indeterminate,4.7004754358161644
Rep10287,C21820,PR6603,206,2780,indeterminate,13.495145631067961
Rep10288,C21820,PR6112,101,1005,indeterminate,9.950495049504951
Rep10289,C21820,PR6167,3155,14830,indeterminate,4.7004754358161644
Rep10290,C21820,PR6181,8241,16275,indeterminate,1.9748816891153986
Rep10291,C21820,PR6182,2097,6365,indeterminate,3.035288507391512
Rep10292,C21820,PR6604,144,1460,indeterminate,10.13888888888889
Rep10293,C21820,PR6171,235,1535,indeterminate,6.531914893617022
Rep10294,C21820,PR6167,283,4120,indeterminate,14.558303886925795
Rep10295,C21820,PR6616,488,4055,indeterminate,8.309426229508198
Rep10296,C21820,PR6171,3616,37495,indeterminate,10.369192477876107
Rep10297,C21820,PR6171,133,1720,indeterminate,12.93233082706767
Rep10298,C21820,PR6604,900,6560,indeterminate,7.288888888888889
Rep10299,C21820,PR6604,116,1175,indeterminate,10.129310344827585
Rep10300,C21820,PR6167,283,4120,indeterminate,14.558303886925795
Rep10301,C21820,PR6112,1097,6440,indeterminate,5.870556061987238
Rep10302,C21820,PR6603,550,11875,indeterminate,21.59090909090909
Rep10303,C21820,PR6170,5675,29300,indeterminate,5.1629955947136565
Rep10304,C21820,PR6172,113,1250,indeterminate,11.061946902654867
Rep10305,C21820,PR6182,3791,11675,indeterminate,3.0796623582168294
Rep10306,C21820,PR6171,2058,16425,indeterminate,7.981049562682216
Rep10307,C21820,PR6602,2841,18065,indeterminate,6.358676522351285
Rep10308,C21820,PR6181,18188,36870,indeterminate,2.0271607653397843
Rep10309,C21820,PR6322,138,1530,indeterminate,11.08695652173913
Rep10310,C21820,PR6170,4478,23540,indeterminate,5.256811076373381
Rep10311,C21820,PR6167,3158,13090,indeterminate,4.1450284990500315
Rep10312,C21820,PR6552,3083,11460,indeterminate,3.71715861174181
Rep10313,C21820,PR6603,550,11875,indeterminate,21.59090909090909
Rep10314,C21820,PR6167,4408,18170,indeterminate,4.122050816696914
Rep10315,C21820,PR6604,900,6560,indeterminate,7.288888888888889
Rep10316,C21820,PR6173,955,4040,indeterminate,4.230366492146596
Rep10317,C21820,PR6112,101,1005,indeterminate,9.950495049504951
Rep10318,C21820,PR6171,442,2355,indeterminate,5.328054298642534
Rep10319,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10320,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10321,C21820,PR6171,442,2355,indeterminate,5.328054298642534
Rep10322,C21820,PR6181,18627,39075,indeterminate,2.097761314221292
Rep10323,C21820,PR6167,366,4145,indeterminate,11.325136612021858
Rep10324,C21820,PR6181,11222,22975,indeterminate,2.0473177686686865
Rep10325,C21820,PR6167,6121,23315,indeterminate,3.8090181342917826
Rep10326,C21820,PR6170,1953,10420,indeterminate,5.3353814644137225
Rep10327,C21820,PR6503,793,2235,indeterminate,2.818411097099622
Rep10328,C21820,PR6171,2058,16425,indeterminate,7.981049562682216
Rep10329,C21820,PR6171,200,5475,indeterminate,27.375
Rep10330,C21820,PR6602,1981,12720,indeterminate,6.420999495204442
Rep10331,C21820,PR6171,2748,26825,indeterminate,9.761644832605532
Rep10332,C21820,PR6602,843,5700,indeterminate,6.761565836298932
Rep10333,C21820,PR6167,6121,22745,indeterminate,3.715896095409247
Rep10334,C21820,PR6183,286,1555,indeterminate,5.437062937062937
Rep10335,C21820,PR6182,1716,6970,indeterminate,4.061771561771562
Rep10336,C21820,PR6167,611,4415,indeterminate,7.225859247135843
Rep10337,C21820,PR6171,402,3950,indeterminate,9.82587064676617
Rep10338,C21820,PR6175,216,4600,indeterminate,21.296296296296298
Rep10339,C21820,PR6167,283,4120,indeterminate,14.558303886925795
Rep10340,C21820,PR6602,878,5550,indeterminate,6.3211845102505695
Rep10341,C21820,PR6175,108,1340,indeterminate,12.407407407407407
Rep10342,C21820,PR6602,2841,18065,indeterminate,6.358676522351285
Rep10343,C21820,PR6167,3155,14830,indeterminate,4.7004754358161644
Rep10344,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10345,C21820,PR6503,793,2235,indeterminate,2.818411097099622
Rep10346,C21820,PR6183,1740,5930,indeterminate,3.4080459770114944
Rep10347,C21820,PR6183,1373,5320,indeterminate,3.8747268754552078
Rep10348,C21820,PR6171,402,3950,indeterminate,9.82587064676617
Rep10349,C21820,PR6602,1981,12720,indeterminate,6.420999495204442
Rep10350,C21820,PR6171,3616,37495,indeterminate,10.369192477876107
Rep10351,C21820,PR6165,410,3555,indeterminate,8.670731707317072
Rep10352,C21820,PR6604,1260,9060,indeterminate,7.190476190476191
Rep10353,C21820,PR6167,4408,18170,indeterminate,4.122050816696914
Rep10354,C21820,PR6112,373,6620,indeterminate,17.74798927613941
Rep10355,C21820,PR6166,132,1300,indeterminate,9.848484848484848
Rep10356,C21820,PR6166,190,1625,indeterminate,8.552631578947368
Rep10357,C21820,PR6171,200,5475,indeterminate,27.375
Rep10358,C21820,PR6182,3791,11675,indeterminate,3.0796623582168294
Rep10359,C21820,PR6112,101,1005,indeterminate,9.950495049504951
Rep10360,C21820,PR6112,1097,6440,indeterminate,5.870556061987238
Rep10361,C21820,PR6112,373,6620,indeterminate,17.74798927613941
Rep10362,C21820,PR6170,4478,23540,indeterminate,5.256811076373381
Rep10363,C21820,PR6170,4842,24950,indeterminate,5.152829409334985
Rep10364,C21820,PR6167,4408,18170,indeterminate,4.122050816696914
Rep10365,C21820,PR6167,1194,6750,indeterminate,5.653266331658291
Rep10366,C21820,PR6166,101,1570,indeterminate,15.544554455445544
Rep10367,C21820,PR6602,1420,9035,indeterminate,6.362676056338028
Rep10368,C21820,PR6602,843,5700,indeterminate,6.761565836298932
Rep10369,C21820,PR6165,410,3555,indeterminate,8.670731707317072
Rep10370,C21820,PR6167,366,4145,indeterminate,11.325136612021858
Rep10371,C21820,PR6183,2788,10995,indeterminate,3.943687230989957
Rep10372,C21820,PR6172,125,1465,indeterminate,11.72
Rep10373,C21820,PR6182,1716,6970,indeterminate,4.061771561771562
Rep10374,C21820,PR6171,1450,11450,indeterminate,7.896551724137931
Rep10375,C21820,PR6112,1347,7210,indeterminate,5.3526354862657755
Rep10376,C21820,PR6181,14097,27195,indeterminate,1.9291338582677164
Rep10377,C21820,PR6165,205,1860,indeterminate,9.073170731707316
Rep10378,C21820,PR6167,145,1345,indeterminate,9.275862068965518
Rep10379,C21820,PR6170,1953,10420,indeterminate,5.3353814644137225
Rep10380,C21820,PR6603,291,4295,indeterminate,14.759450171821307
Rep10381,C21820,PR6529,3035,10325,indeterminate,3.401976935749588
Rep10382,C21820,PR6171,200,5475,indeterminate,27.375
Rep10383,C21820,PR6602,1981,12720,indeterminate,6.420999495204442
Rep10384,C21820,PR6173,955,4040,indeterminate,4.230366492146596
Rep10385,C21820,PR6183,3190,9850,indeterminate,3.0877742946708464
Rep10386,C21820,PR6167,366,4145,indeterminate,11.325136612021858
Rep10387,C21820,PR6604,2543,17330,indeterminate,6.814785686197404
Rep10388,C21820,PR6181,10587,32420,indeterminate,3.0622461509398318
Rep10389,C21820,PR6603,110,1095,indeterminate,9.954545454545455
Rep10390,C21820,PR6171,1450,11450,indeterminate,7.896551724137931
Rep10391,C21820,PR6171,3616,37350,indeterminate,10.329092920353983
Rep10392,C21820,PR6166,132,1300,indeterminate,9.848484848484848
Rep10393,C21820,PR6183,3190,9850,indeterminate,3.0877742946708464
Rep10394,C21820,PR6112,217,3425,indeterminate,15.783410138248849
Rep10395,C21820,PR6552,3083,11460,indeterminate,3.71715861174181
Rep10396,C21820,PR6548,1786,7000,indeterminate,3.9193729003359463
Rep10397,C21820,PR6112,1097,6440,indeterminate,5.870556061987238
Rep10398,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10399,C21820,PR6181,16803,32265,indeterminate,1.9201928227102303
Rep10400,C21820,PR6171,1450,11450,indeterminate,7.896551724137931
Rep10401,C21820,PR6322,138,1530,indeterminate,11.08695652173913
Rep10402,C21820,PR6181,18627,39075,indeterminate,2.097761314221292
Rep10403,C21820,PR6166,162,1415,indeterminate,8.734567901234568
Rep10404,C21820,PR6603,291,4295,indeterminate,14.759450171821307
Rep10405,C21820,PR6166,546,3550,indeterminate,6.501831501831502
Rep10406,C21820,PR6171,402,3950,indeterminate,9.82587064676617
Rep10407,C21820,PR6183,772,2610,indeterminate,3.3808290155440415
Rep10408,C21820,PR6182,2047,6265,indeterminate,3.0605764533463606
Rep10409,C21820,PR6171,1450,11450,indeterminate,7.896551724137931
Rep10410,C21820,PR6602,843,5700,indeterminate,6.761565836298932
Rep10411,C21820,PR6183,286,1555,indeterminate,5.437062937062937
Rep10412,C21820,PR6604,116,1175,indeterminate,10.129310344827585
Rep10413,C21820,PR6183,1971,7285,indeterminate,3.6960933536276004
Rep10414,C21820,PR6181,10587,32420,indeterminate,3.0622461509398318
Rep10415,C21820,PR6167,3158,13090,indeterminate,4.1450284990500315
Rep10416,C21820,PR6171,133,1720,indeterminate,12.93233082706767
Rep10417,C21820,PR6529,3035,10325,indeterminate,3.401976935749588
Rep10418,C21820,PR6182,1716,6970,indeterminate,4.061771561771562
Rep10419,C21820,PR6183,1373,5320,indeterminate,3.8747268754552078
Rep10420,C21820,PR6503,793,2235,indeterminate,2.818411097099622
Rep10421,C21820,PR6528,1433,3415,indeterminate,2.3831123517097
Rep10422,C21820,PR6603,110,1095,indeterminate,9.954545454545455
Rep10423,C21820,PR6552,3083,11460,indeterminate,3.71715861174181
Rep10424,C21820,PR6183,286,1555,indeterminate,5.437062937062937
Rep10425,C21820,PR6171,442,2355,indeterminate,5.328054298642534
Rep10426,C21820,PR6171,1450,11450,indeterminate,7.896551724137931
Rep10427,C21820,PR6171,133,1720,indeterminate,12.93233082706767
Rep10428,C21820,PR6603,291,4295,indeterminate,14.759450171821307
Rep10429,C21820,PR6528,1433,3415,indeterminate,2.3831123517097
Rep10430,C21820,PR6253,100,1035,indeterminate,10.35
Rep10431,C21820,PR6166,190,1625,indeterminate,8.552631578947368
Rep10432,C21820,PR6604,1236,9005,indeterminate,7.285598705501618
Rep10433,C21820,PR6112,2602,11335,indeterminate,4.356264411990776
Rep10434,C21820,PR6112,217,3425,indeterminate,15.783410138248849
Rep10435,C21820,PR6604,116,1175,indeterminate,10.129310344827585
Rep10436,C21820,PR6175,172,2730,indeterminate,15.872093023255815
Rep10437,C21820,PR6165,410,3555,indeterminate,8.670731707317072
Rep10438,C21820,PR6171,2058,16425,indeterminate,7.981049562682216
Rep10439,C21820,PR6604,1236,9005,indeterminate,7.285598705501618
Rep10440,C21820,PR6112,373,6620,indeterminate,17.74798927613941
Rep10441,C21820,PR6167,283,4120,indeterminate,14.558303886925795
Rep10442,C21820,PR6167,4408,18170,indeterminate,4.122050816696914
Rep10443,C21820,PR6167,1194,6750,indeterminate,5.653266331658291
Rep10444,C21820,PR6173,955,4040,indeterminate,4.230366492146596
Rep10445,C21820,PR6182,1716,6970,indeterminate,4.061771561771562
Rep10446,C21820,PR6112,3980,30040,indeterminate,7.547738693467337
Rep10447,C21820,PR6529,3035,10325,indeterminate,3.401976935749588
Rep10448,C21820,PR6165,410,3555,indeterminate,8.670731707317072
Rep10449,C21820,PR6181,10587,32420,indeterminate,3.0622461509398318
Rep10450,C21820,PR6167,3155,14830,indeterminate,4.7004754358161644
Rep10451,C21820,PR6528,1433,3415,indeterminate,2.3831123517097
Rep10452,C21820,PR6182,3683,11005,indeterminate,2.9880532174857453
Rep10453,C21820,PR6181,18188,36870,indeterminate,2.0271607653397843
Rep10454,C21820,PR6183,1373,5320,indeterminate,3.8747268754552078
Rep10455,C21820,PR6616,488,4055,indeterminate,8.309426229508198
Rep10456,C21820,PR6173,955,4040,indeterminate,4.230366492146596
Rep10457,C21820,PR6170,5675,29300,indeterminate,5.1629955947136565
Rep10458,C21820,PR6181,18627,39075,indeterminate,2.097761314221292
Rep10459,C21820,PR6165,205,1865,indeterminate,9.097560975609756
Rep10460,C21820,PR6552,3083,11460,indeterminate,3.71715861174181
Rep10461,C21820,PR6193,13357,28930,indeterminate,2.1659055177060718
Rep10462,C21820,PR6171,235,1535,indeterminate,6.531914893617022
Rep10463,C21820,PR6167,366,4145,indeterminate,11.325136612021858
Rep10464,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10465,C21820,PR6165,410,3555,indeterminate,8.670731707317072
Rep10466,C21820,PR6604,1236,9005,indeterminate,7.285598705501618
Rep10467,C21820,PR6167,6121,22745,indeterminate,3.715896095409247
Rep10468,C21820,PR6529,3035,10325,indeterminate,3.401976935749588
Rep10469,C21820,PR6170,4478,23540,indeterminate,5.256811076373381
Rep10470,C21820,PR6167,3155,14830,indeterminate,4.7004754358161644
Rep10471,C21820,PR6171,442,2355,indeterminate,5.328054298642534
Rep10472,C21820,PR6170,5675,29300,indeterminate,5.1629955947136565
Rep10473,C21820,PR6183,3933,8705,indeterminate,2.2133231629799135
Rep10474,C21820,PR6112,120,1280,indeterminate,10.666666666666666
Rep10475,C21820,PR6182,3791,11675,indeterminate,3.0796623582168294
Rep10476,C21820,PR6112,217,3425,indeterminate,15.783410138248849
Rep10477,C21820,PR6603,110,1095,indeterminate,9.954545454545455
Rep10478,C21820,PR6183,2387,7980,indeterminate,3.343108504398827
Rep10479,C21820,PR6170,1953,10420,indeterminate,5.3353814644137225
Rep10480,C21820,PR6604,116,1175,indeterminate,10.129310344827585
Rep10481,C21820,PR6175,216,3870,indeterminate,17.916666666666668
Rep10482,C21820,PR6167,3981,16390,indeterminate,4.117056016076362
Rep10483,C21820,PR6604,1260,9060,indeterminate,7.190476190476191
Rep10484,C21820,PR6165,205,1865,indeterminate,9.097560975609756
Rep10485,C21820,PR6170,5675,29300,indeterminate,5.1629955947136565
Rep10486,C21820,PR6603,944,28615,indeterminate,30.3125
Rep10487,C21820,PR6603,206,2780,indeterminate,13.495145631067961
Rep10488,C21820,PR6170,5675,29300,indeterminate,5.1629955947136565
Rep10489,C21820,PR6171,200,5475,indeterminate,27.375
Rep10490,C21820,PR6528,820,2280,indeterminate,2.7804878048780486
Rep10491,C21820,PR6227,305,2855,indeterminate,9.360655737704919
Rep10492,C21820,PR6183,2788,10995,indeterminate,3.943687230989957
Rep10493,C21820,PR6183,3933,8705,indeterminate,2.2133231629799135
Rep10494,C21820,PR6181,11222,22975,indeterminate,2.0473177686686865
Rep10495,C21820,PR6603,550,11875,indeterminate,21.59090909090909
Rep10496,C21820,PR6181,11222,22975,indeterminate,2.0473177686686865
Rep10497,C21820,PR6528,820,2280,indeterminate,2.7804878048780486
Rep10498,C21820,PR6604,1236,9005,indeterminate,7.285598705501618
Rep10499,C21820,PR6183,1971,7285,indeterminate,3.6960933536276004
Rep10500,C21820,PR6602,1981,12720,indeterminate,6.420999495204442
Rep10501,C21820,PR6603,110,1095,indeterminate,9.954545454545455
Rep10502,C21820,PR6616,488,4055,indeterminate,8.309426229508198
Rep10503,C21820,PR6167,130,1340,indeterminate,10.307692307692308
Rep10504,C21820,PR6167,6121,23315,indeterminate,3.8090181342917826
Rep10505,C21820,PR6322,138,1530,indeterminate,11.08695652173913
Rep10506,C21820,PR6181,22693,45105,indeterminate,1.987617326929009
Rep10507,C21820,PR6603,206,2780,indeterminate,13.495145631067961
